No.	MolID	Molecule	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	Har	Har2	QW	TI1	TI2	STN	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	D/Dr06	T(Cl..Cl)	X0	X1	X2	X3	X4	X5	X0A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ
74	PCB_074.HIN	2,4,5,4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.521	54	0.264	1832	2436.42	1761	2979.889	15.901	9.048	432	3.6	27.899	47.819	317.5	16.719	2.342	3.584	1218	32.679	792	3480	11.305	69.536	1943	290.177	289.327	329	316.412	317.442	1.928	2.806	2.812	2.555	2.63	2.624	1.218	1.989	14.564	23.096	60	12.052	4.839	2.653	3.645	1.058	0.594	0.343	0.167	0.099	0.8	228	111	6.938	0.953	8.75	38	256	40	17	0.75	2.227	98.873	36	11.707	7.575	7.087	5.756	4.259	3.579	0.732	0.295	0.192	0.118	0.078	11	5.994	4.911	3.452	2.155	1.572	0.687	0.353	0.205	0.115	0.06	13.707	8.73	8.608	7.265	5.332	4.666	58.154	2.746	106.377
75	PCB_075.HIN	2,4,6,4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.254	53.125	0.259	1802	2402.198	1729	2941.173	15.84	8.97	425	3.542	28.003	48.078	314.333	16.552	2.268	3.584	1176	32.837	799	3553	11.268	68.328	1943	285.51	284.661	324.333	311.745	312.775	1.965	2.859	2.866	2.597	2.675	2.669	1.146	1.996	14.864	23.275	54	12.052	4.839	2.653	3.645	1.058	0.59	0.337	0.185	0.094	0.8	226	110	6.875	0.906	8.375	37	258	40	17	0.75	2.156	97.924	35	11.707	7.575	7.128	5.467	4.841	3.274	0.732	0.297	0.182	0.124	0.074	11	5.994	4.939	3.206	2.596	1.377	0.687	0.353	0.206	0.107	0.067	13.707	8.73	8.687	6.612	6.548	4.012	58.154	2.732	107.052
76	PCB_076.HIN	2,3',4',5'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	63.072	52.375	0.253	1778	2380.864	1705	2922.21	15.763	8.856	419	3.492	28.064	48.232	314.333	16.552	2.291	3.584	1131	32.928	805	3606	11.22	66.962	1943	281.51	280.661	320.333	307.745	308.775	1.984	2.887	2.894	2.619	2.699	2.693	1.306	1.973	14.887	24.006	58	12.052	4.839	2.483	3.645	1.059	0.592	0.355	0.175	0.09	1	207	101	6.313	0.938	8.375	37	246	30	17	0.75	2.108	97.671	29	11.707	7.592	6.971	5.928	4.436	3.295	0.732	0.29	0.191	0.12	0.075	11	6	4.833	3.695	2.247	1.379	0.687	0.353	0.201	0.119	0.061	13.707	8.747	8.416	7.783	5.573	4.029	58.255	2.72	107.421
77	PCB_077.HIN	3,4,3',4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.834	55	0.27	1866	2474.198	1797	3021.765	15.96	9.136	440	3.667	27.798	47.554	322.667	16.991	2.478	3.584	1268	32.524	792	3464	11.271	70.047	1969	295.843	294.994	334.667	322.079	323.109	1.884	2.738	2.743	2.502	2.573	2.567	1.148	1.833	14.268	22.833	48	12.052	4.839	2.653	3.645	1.058	0.596	0.348	0.154	0.09	0.8	230	112	7	1	8.75	40	240	34	17	0.75	2.25	99.822	38	11.707	7.575	7.055	5.944	4.035	3.399	0.732	0.294	0.198	0.119	0.077	11	5.994	4.887	3.651	1.948	1.421	0.687	0.353	0.204	0.122	0.057	13.707	8.73	8.539	7.773	4.807	4.194	58.154	2.758	105.683
78	PCB_078.HIN	3,4,5,3'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.407	53.5	0.26	1816	2422.198	1745	2967.247	15.847	8.975	428	3.567	27.92	47.893	318.833	16.789	2.381	3.584	1186	32.713	796	3508	11.254	68.348	1943	287.51	286.661	326.333	313.745	314.775	1.939	2.822	2.829	2.568	2.644	2.638	1.297	1.848	14.533	23.325	58	12.052	4.839	2.653	3.645	1.058	0.593	0.344	0.168	0.092	1	209	102	6.375	1	8.5	38	248	32	17	0.75	2.18	98.62	32	11.707	7.575	7.077	5.788	4.336	3.345	0.732	0.295	0.193	0.12	0.076	11	5.994	4.893	3.574	2.177	1.398	0.687	0.353	0.204	0.119	0.06	13.707	8.73	8.56	7.547	5.404	4.101	58.154	2.74	106.521
79	PCB_079.HIN	3,4,3',5'-tetrachloro-1,1'-biphenyl	82	152.42	94	173.445	12	10.751	1.778	1.958	0.305	33.333	6	23	63.59	54.125	0.263	1836	2439.975	1765	2983.049	15.888	9.084	433	3.608	27.824	47.685	321.833	16.947	2.435	3.584	1216	32.574	799	3535	11.237	68.719	1969	291.177	290.327	330	317.412	318.442	1.915	2.782	2.788	2.538	2.611	2.605	1.157	1.834	14.405	22.521	58	12.052	4.839	2.842	3.645	1.057	0.592	0.331	0.168	0.094	1	211	103	6.438	1.063	8.406	39	242	34	17	0.75	2.203	98.62	37	11.707	7.559	7.205	5.52	4.411	3.37	0.732	0.3	0.19	0.123	0.077	11	5.988	4.974	3.291	2.22	1.412	0.687	0.352	0.207	0.113	0.062	13.707	8.713	8.763	6.906	5.562	4.153	58.053	2.751	105.974
80	PCB_080.HIN	3,5,3',5'-tetrachloro-1,1'-biphenyl	82	152.42	93	172.445	12	10.751	1.778	1.958	0.305	33.333	6	22	63.342	53.25	0.257	1806	2405.753	1733	2944.333	15.815	9.029	426	3.55	27.851	47.819	321	16.903	2.391	3.584	1165	32.626	806	3607	11.204	67.428	1969	286.51	285.661	325.333	312.745	313.775	1.947	2.828	2.834	2.575	2.651	2.644	1.085	1.818	14.545	22.207	36	12.052	4.839	3.052	3.645	1.056	0.588	0.314	0.182	0.098	0.75	192	94	5.875	0.906	8.063	38	244	28	17	0.75	1.906	97.418	36	11.707	7.542	7.355	5.097	4.788	3.345	0.732	0.306	0.182	0.126	0.076	11	5.982	5.062	2.931	2.493	1.404	0.687	0.352	0.211	0.105	0.066	13.707	8.696	8.988	6.039	6.316	4.115	57.952	2.744	106.275
81	PCB_081.HIN	3,4,5,4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.715	54.625	0.268	1854	2463.531	1785	3012.284	15.944	9.075	437	3.642	27.84	47.661	320.333	16.868	2.416	3.584	1250	32.588	787	3419	11.303	70.077	1943	293.51	292.661	332.333	319.745	320.775	1.9	2.767	2.773	2.524	2.597	2.591	1.291	1.847	14.324	23.103	54	12.052	4.839	2.653	3.645	1.058	0.595	0.345	0.161	0.091	0.8	230	112	7	1	8.875	39	250	40	17	0.75	2.25	99.822	35	11.707	7.575	7.065	5.871	4.184	3.339	0.732	0.294	0.196	0.12	0.076	11	5.994	4.89	3.61	2.087	1.397	0.687	0.353	0.204	0.12	0.06	13.707	8.73	8.548	7.657	5.166	4.095	58.154	2.755	105.953
82	PCB_082.HIN	2,3,4,2',3'-pentachloro-1,1'-biphenyl	88	160.025	105	186.556	13	11.156	1.729	1.928	0.299	35.667	7	29	68.434	56.941	0.242	2030	2656.914	1934	3176.346	16.57	10.283	484	3.559	30.38	53.35	368	18.27	2.324	3.584	1322	35.872	936	4300	12.739	75.683	2272	321.569	320.436	373.333	356.549	357.922	2.057	3.018	3.026	2.695	2.79	2.782	1.359	2.028	19.032	30.275	69.487	13.305	5.243	2.511	4.104	1.082	0.6	0.374	0.178	0.091	1	220	108	6.353	0.962	8.533	40	288	36	26	0.76	2.162	104.142	52	12.577	8.02	7.368	6.677	4.721	3.543	0.74	0.283	0.191	0.115	0.072	12.056	6.489	5.273	4.389	2.485	1.577	0.709	0.361	0.203	0.125	0.061	15.077	9.463	9.109	9.265	6.098	4.57	63.996	2.749	119.164
83	PCB_083.HIN	2,3,5,2',3'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.232	56.235	0.237	2004	2626.247	1906	3140.79	16.51	10.255	478	3.515	30.388	53.44	367.333	18.237	2.283	3.584	1277	35.895	942	4367	12.725	74.752	2272	317.569	316.436	369.333	352.549	353.923	2.083	3.056	3.064	2.725	2.822	2.814	1.287	2.021	19.144	29.878	67.487	13.305	5.243	2.661	4.104	1.081	0.598	0.361	0.184	0.1	0.75	201	99	5.824	0.817	8.367	39	293	32	26	0.76	1.904	102.94	52	12.577	8.003	7.508	6.341	4.839	3.77	0.74	0.289	0.187	0.115	0.074	12.056	6.483	5.357	4.074	2.57	1.747	0.709	0.36	0.206	0.12	0.061	15.077	9.446	9.324	8.529	6.32	5.117	63.895	2.745	119.355
84	PCB_084.HIN	2,3,6,2',3'-pentachloro-1,1'-biphenyl	88	160.025	105	186.556	13	11.156	1.729	1.928	0.299	35.667	7	29	67.946	55.294	0.232	1970	2588.469	1870	3098.914	16.441	10.16	470	3.456	30.533	53.771	363.333	18.038	2.217	3.584	1231	36.11	950	4455	12.695	73.551	2272	312.235	311.103	364	347.216	348.589	2.123	3.114	3.123	2.769	2.871	2.862	1.302	2.028	19.498	30.661	69.487	13.305	5.243	2.511	4.104	1.082	0.598	0.371	0.188	0.101	0.75	199	98	5.765	0.775	8.042	38	294	32	26	0.76	1.873	101.991	50	12.577	8.02	7.4	6.503	4.857	3.86	0.74	0.285	0.186	0.113	0.074	12.056	6.489	5.297	4.203	2.598	1.821	0.709	0.361	0.204	0.12	0.06	15.077	9.463	9.179	8.797	6.333	5.348	63.996	2.727	120.237
85	PCB_085.HIN	2,3,4,2',4'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.755	58.118	0.248	2072	2701.802	1978	3224.543	16.668	10.4	494	3.632	30.25	53.029	370	18.369	2.343	3.584	1389	35.677	926	4203	12.799	77.623	2272	328.235	327.103	380	363.216	364.589	2.017	2.959	2.966	2.65	2.741	2.733	1.35	2.026	18.755	29.424	69.487	13.305	5.243	2.661	4.104	1.081	0.6	0.361	0.178	0.093	0.8	241	118	6.941	0.9	8.948	41	291	41	26	0.76	2.19	105.344	56	12.577	8.003	7.496	6.405	4.818	3.539	0.74	0.288	0.188	0.118	0.072	12.056	6.483	5.354	4.098	2.589	1.578	0.709	0.36	0.206	0.121	0.063	15.077	9.446	9.313	8.598	6.416	4.568	63.895	2.769	118.343
86	PCB_086.HIN	2,3,4,5,2'-pentachloro-1,1'-biphenyl	88	160.025	105	186.556	13	11.156	1.729	1.928	0.299	35.667	7	29	68.22	56.235	0.238	2006	2635.58	1910	3157.383	16.527	10.182	478	3.515	30.447	53.532	363.333	18.038	2.211	3.584	1283	35.975	926	4215	12.819	75.913	2220	316.902	315.77	368.667	351.883	353.256	2.085	3.071	3.079	2.734	2.833	2.824	1.434	2.032	19.12	30.705	69.487	13.305	5.243	2.511	4.104	1.082	0.598	0.372	0.184	0.097	1	218	107	6.294	0.9	8.837	39	293	34	26	0.76	2.095	104.142	46	12.577	8.02	7.38	6.603	4.791	3.701	0.74	0.284	0.189	0.114	0.073	12.056	6.489	5.276	4.348	2.59	1.712	0.709	0.361	0.203	0.124	0.062	15.077	9.463	9.121	9.143	6.335	4.976	63.996	2.743	119.618
87	PCB_087.HIN	2,3,4,2',5'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.495	57.176	0.243	2038	2664.025	1942	3182.667	16.589	10.333	486	3.574	30.309	53.217	368.667	18.303	2.309	3.584	1331	35.772	934	4287	12.769	76.254	2272	322.902	321.77	374.667	357.883	359.256	2.05	3.007	3.015	2.687	2.781	2.773	1.359	2.028	18.937	29.607	69.487	13.305	5.243	2.661	4.104	1.081	0.6	0.362	0.177	0.1	1	220	108	6.353	0.962	8.754	40	292	36	26	0.76	2.162	104.142	54	12.577	8.003	7.496	6.428	4.666	3.822	0.74	0.288	0.189	0.114	0.075	12.056	6.483	5.354	4.112	2.467	1.771	0.709	0.36	0.206	0.121	0.06	15.077	9.446	9.313	8.647	6.022	5.22	63.895	2.758	118.802
88	PCB_088.HIN	2,3,4,6,2'-pentachloro-1,1'-biphenyl	88	160.025	105	186.556	13	11.156	1.729	1.928	0.299	35.667	7	29	68	55.529	0.234	1980	2604.914	1882	3121.827	16.477	10.131	472	3.471	30.536	53.756	360.333	17.89	2.148	3.584	1248	36.111	932	4284	12.803	75.087	2220	312.902	311.77	364.667	347.883	349.256	2.117	3.117	3.126	2.769	2.871	2.862	1.396	2.04	19.4	30.904	69.487	13.305	5.243	2.511	4.104	1.082	0.596	0.37	0.194	0.102	1	216	106	6.235	0.865	8.616	38	298	34	26	0.76	2.095	103.193	46	12.577	8.02	7.411	6.407	5.074	3.778	0.74	0.285	0.183	0.115	0.073	12.056	6.489	5.301	4.147	2.823	1.782	0.709	0.361	0.204	0.118	0.064	15.077	9.463	9.19	8.626	6.956	5.185	63.996	2.731	120.207
89	PCB_089.HIN	2,3,4,2',6'-pentachloro-1,1'-biphenyl	88	160.025	105	186.556	13	11.156	1.729	1.928	0.299	35.667	7	29	68.15	56	0.236	1996	2619.136	1898	3134.469	16.502	10.204	476	3.5	30.481	53.615	364	18.072	2.234	3.584	1272	36.028	944	4392	12.717	74.557	2272	316.235	315.103	368	351.216	352.589	2.096	3.074	3.083	2.738	2.837	2.829	1.373	2.032	19.327	30.507	63.487	13.305	5.243	2.511	4.104	1.082	0.598	0.371	0.189	0.095	1	218	107	6.294	0.9	8.588	39	289	36	26	0.76	2.095	103.193	50	12.577	8.02	7.4	6.485	4.984	3.614	0.74	0.285	0.185	0.116	0.072	12.056	6.489	5.297	4.191	2.705	1.645	0.709	0.361	0.204	0.12	0.063	15.077	9.463	9.179	8.757	6.661	4.769	63.996	2.736	119.851
90	PCB_090.HIN	2,3,5,2',4'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.557	57.412	0.244	2046	2671.136	1950	3188.988	16.609	10.373	488	3.588	30.256	53.115	369.333	18.336	2.303	3.584	1343	35.698	932	4269	12.784	76.656	2272	324.235	323.103	376	359.216	360.589	2.042	2.995	3.003	2.679	2.772	2.764	1.278	2.018	18.866	29.031	69.487	13.305	5.243	2.826	4.104	1.08	0.597	0.348	0.184	0.102	1	222	109	6.412	1.024	8.789	40	296	41	26	0.76	2.184	104.142	56	12.577	7.986	7.636	6.069	4.936	3.764	0.74	0.294	0.184	0.118	0.074	12.056	6.477	5.439	3.782	2.675	1.748	0.709	0.36	0.209	0.115	0.064	15.077	9.429	9.528	7.862	6.638	5.113	63.794	2.765	118.524
91	PCB_091.HIN	2,3,6,2',4'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.275	56.471	0.239	2012	2633.358	1914	3147.111	16.542	10.282	480	3.529	30.398	53.44	365.333	18.138	2.237	3.584	1296	35.908	940	4356	12.753	75.428	2272	318.902	317.77	370.667	353.883	355.256	2.081	3.051	3.06	2.722	2.819	2.81	1.289	2.026	19.216	29.796	69.487	13.305	5.243	2.661	4.104	1.081	0.598	0.359	0.188	0.104	1	220	108	6.353	0.962	8.443	39	297	41	26	0.76	2.162	103.193	54	12.577	8.003	7.528	6.231	4.951	3.886	0.74	0.29	0.183	0.115	0.075	12.056	6.483	5.378	3.912	2.701	1.834	0.709	0.36	0.207	0.115	0.063	15.077	9.446	9.382	8.13	6.647	5.39	63.895	2.747	119.392
92	PCB_092.HIN	2,3,5,2',5'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.294	56.471	0.238	2012	2633.358	1914	3147.111	16.529	10.304	480	3.529	30.317	53.307	368	18.27	2.268	3.584	1286	35.795	940	4354	12.756	75.324	2272	318.902	317.77	370.667	353.883	355.256	2.076	3.044	3.052	2.717	2.813	2.805	1.287	2.021	19.049	29.209	67.487	13.305	5.243	2.826	4.104	1.08	0.597	0.349	0.183	0.109	0.75	201	99	5.824	0.817	8.561	39	297	34	26	0.76	1.904	102.94	54	12.577	7.986	7.636	6.092	4.785	4.049	0.74	0.294	0.185	0.114	0.076	12.056	6.477	5.439	3.796	2.552	1.942	0.709	0.36	0.209	0.115	0.061	15.077	9.429	9.528	7.911	6.244	5.768	63.794	2.754	118.992
93	PCB_093.HIN	2,3,5,6,2'-pentachloro-1,1'-biphenyl	88	160.025	105	186.556	13	11.156	1.729	1.928	0.299	35.667	7	29	67.793	54.824	0.229	1954	2574.247	1854	3086.272	16.416	10.087	466	3.426	30.587	53.912	359.333	17.84	2.117	3.584	1207	36.193	938	4347	12.781	74.082	2220	308.902	307.77	360.667	343.883	345.256	2.145	3.157	3.166	2.8	2.905	2.896	1.325	2.032	19.571	31.068	61.487	13.305	5.243	2.511	4.104	1.082	0.596	0.37	0.194	0.108	0.75	199	98	5.765	0.775	8.422	37	303	34	26	0.76	1.873	101.991	46	12.577	8.02	7.411	6.425	4.95	4.007	0.74	0.285	0.184	0.112	0.074	12.056	6.489	5.301	4.159	2.717	1.949	0.709	0.361	0.204	0.119	0.062	15.077	9.463	9.19	8.666	6.634	5.715	63.996	2.723	120.594
94	PCB_094.HIN	2,3,5,2',6'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	67.945	55.294	0.232	1970	2588.469	1870	3098.914	16.441	10.173	470	3.456	30.492	53.712	363.333	18.038	2.193	3.584	1228	36.055	950	4460	12.704	73.653	2272	312.235	311.103	364	347.216	348.589	2.123	3.113	3.122	2.769	2.87	2.862	1.301	2.025	19.443	30.135	63.487	13.305	5.243	2.661	4.104	1.081	0.596	0.358	0.194	0.103	0.75	199	98	5.765	0.775	8.394	38	294	31	26	0.76	1.873	101.991	50	12.577	8.003	7.54	6.149	5.106	3.804	0.74	0.29	0.181	0.116	0.073	12.056	6.483	5.382	3.875	2.791	1.803	0.709	0.36	0.207	0.114	0.063	15.077	9.446	9.394	8.021	6.887	5.263	63.895	2.732	120.057
95	PCB_095.HIN	2,3,6,2',5'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.009	55.529	0.233	1978	2595.58	1878	3105.235	16.46	10.21	472	3.471	30.462	53.638	364	18.072	2.202	3.584	1240	36.01	948	4442	12.725	74.123	2272	313.569	312.436	365.333	348.549	349.922	2.116	3.102	3.111	2.761	2.861	2.853	1.302	2.028	19.404	29.993	69.487	13.305	5.243	2.661	4.104	1.081	0.598	0.359	0.187	0.11	0.75	199	98	5.765	0.775	8.201	38	298	34	26	0.76	1.873	101.991	52	12.577	8.003	7.528	6.254	4.803	4.133	0.74	0.29	0.184	0.112	0.077	12.056	6.483	5.378	3.926	2.579	2.014	0.709	0.36	0.207	0.115	0.06	15.077	9.446	9.382	8.179	6.258	5.989	63.895	2.736	119.875
96	PCB_096.HIN	2,3,6,2',6'-pentachloro-1,1'-biphenyl	88	160.025	105	186.556	13	11.156	1.729	1.928	0.299	35.667	7	29	67.654	54.353	0.227	1936	2550.691	1834	3057.037	16.371	10.075	462	3.397	30.641	54.052	359.333	17.84	2.125	3.584	1183	36.276	958	4549	12.674	72.473	2272	306.902	305.77	358.667	341.883	343.256	2.165	3.174	3.184	2.815	2.92	2.911	1.325	2.032	19.804	30.953	63.487	13.305	5.243	2.511	4.104	1.082	0.596	0.368	0.198	0.109	0.75	197	97	5.706	0.734	8.055	37	295	31	26	0.76	1.808	101.042	48	12.577	8.02	7.431	6.317	5.075	4.035	0.74	0.286	0.18	0.113	0.075	12.056	6.489	5.322	4.006	2.796	1.969	0.709	0.361	0.205	0.114	0.062	15.077	9.463	9.248	8.295	6.825	5.787	63.996	2.713	120.964
97	PCB_097.HIN	2,3,2',4',5'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.499	57.176	0.243	2038	2664.025	1942	3182.667	16.586	10.333	486	3.574	30.309	53.217	368.667	18.303	2.314	3.584	1331	35.772	934	4287	12.769	76.254	2272	322.902	321.77	374.667	357.883	359.256	2.049	3.005	3.013	2.686	2.78	2.772	1.265	2.014	18.937	29.605	69.487	13.305	5.243	2.661	4.104	1.081	0.599	0.363	0.178	0.099	1	220	108	6.353	0.962	8.775	40	292	36	26	0.76	2.162	104.142	54	12.577	8.003	7.498	6.41	4.712	3.797	0.74	0.288	0.189	0.115	0.074	12.056	6.483	5.354	4.105	2.492	1.758	0.709	0.36	0.206	0.121	0.061	15.077	9.446	9.315	8.619	6.122	5.159	63.895	2.758	118.802
98	PCB_098.HIN	2,3,2',4',6'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.213	56.235	0.238	2004	2626.247	1906	3140.79	16.522	10.245	478	3.515	30.428	53.514	365	18.121	2.239	3.584	1284	35.953	942	4374	12.732	74.958	2272	317.569	316.436	369.333	352.549	353.922	2.088	3.063	3.071	2.73	2.828	2.82	1.25	2.018	19.256	29.926	63.487	13.305	5.243	2.661	4.104	1.081	0.596	0.358	0.195	0.097	1	218	107	6.294	0.934	8.367	39	293	38	26	0.76	2.145	103.193	52	12.577	8.003	7.54	6.127	5.251	3.574	0.74	0.29	0.18	0.119	0.071	12.056	6.483	5.382	3.861	2.912	1.632	0.709	0.36	0.207	0.114	0.066	15.077	9.446	9.394	7.972	7.27	4.711	63.895	2.742	119.573
99	PCB_099.HIN	2,4,5,2',4'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.82	58.353	0.249	2080	2708.914	1986	3230.864	16.684	10.449	496	3.647	30.179	52.896	370.667	18.403	2.333	3.584	1398	35.577	924	4190	12.83	78.195	2272	329.569	328.436	381.333	364.549	365.922	2.009	2.946	2.954	2.641	2.731	2.724	1.259	2.002	18.66	28.757	69.487	13.305	5.243	2.826	4.104	1.08	0.599	0.351	0.178	0.101	0.8	241	118	6.941	0.9	9.197	41	295	41	26	0.76	2.19	105.344	58	12.577	7.986	7.626	6.138	4.809	3.792	0.74	0.293	0.186	0.117	0.074	12.056	6.477	5.436	3.814	2.596	1.759	0.709	0.36	0.209	0.116	0.063	15.077	9.429	9.518	7.952	6.44	5.156	63.794	2.777	117.98
100	PCB_100.HIN	2,4,6,2',4'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.539	57.412	0.245	2046	2671.136	1950	3188.988	16.621	10.364	488	3.588	30.295	53.187	367	18.221	2.259	3.584	1350	35.754	932	4276	12.791	76.871	2272	324.235	323.103	376	359.216	360.589	2.047	3.002	3.01	2.683	2.777	2.769	1.216	2.009	18.976	29.069	63.487	13.305	5.243	2.826	4.104	1.08	0.596	0.345	0.195	0.1	0.8	239	117	6.882	0.858	8.789	40	296	41	26	0.76	2.108	104.395	56	12.577	7.986	7.668	5.855	5.345	3.601	0.74	0.295	0.177	0.121	0.072	12.056	6.477	5.463	3.57	3.015	1.644	0.709	0.36	0.21	0.108	0.069	15.077	9.429	9.597	7.305	7.585	4.755	63.794	2.762	118.737
101	PCB_101.HIN	2,4,5,2',5'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.561	57.412	0.243	2046	2671.136	1950	3188.988	16.605	10.382	488	3.588	30.238	53.083	369.333	18.336	2.299	3.584	1340	35.672	932	4274	12.8	76.826	2272	324.235	323.103	376	359.216	360.589	2.041	2.994	3.001	2.678	2.771	2.763	1.265	2.004	18.842	28.938	69.487	13.305	5.243	2.826	4.104	1.08	0.599	0.351	0.177	0.108	1	220	108	6.353	0.962	8.976	40	296	36	26	0.76	2.162	104.142	56	12.577	7.986	7.626	6.16	4.657	4.075	0.74	0.293	0.187	0.114	0.077	12.056	6.477	5.436	3.828	2.473	1.952	0.709	0.36	0.209	0.116	0.06	15.077	9.429	9.518	8.001	6.046	5.809	63.794	2.766	118.439
102	PCB_102.HIN	2,4,5,2',6'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.217	56.235	0.237	2004	2626.247	1906	3140.79	16.519	10.254	478	3.515	30.41	53.482	364.667	18.105	2.224	3.584	1281	35.928	942	4379	12.748	75.128	2272	317.569	316.436	369.333	352.549	353.922	2.087	3.061	3.069	2.729	2.827	2.818	1.274	2.008	19.233	29.842	63.487	13.305	5.243	2.661	4.104	1.081	0.598	0.36	0.188	0.103	1	218	107	6.294	0.9	8.81	39	293	36	26	0.76	2.095	103.193	52	12.577	8.003	7.53	6.217	4.975	3.862	0.74	0.29	0.183	0.116	0.074	12.056	6.483	5.379	3.907	2.712	1.825	0.709	0.36	0.207	0.115	0.063	15.077	9.446	9.384	8.111	6.685	5.349	63.895	2.744	119.489
103	PCB_103.HIN	2,4,6,2',5'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.276	56.471	0.239	2012	2633.358	1914	3147.111	16.541	10.295	480	3.529	30.357	53.381	365.667	18.154	2.224	3.584	1293	35.853	940	4361	12.762	75.53	2272	318.902	317.77	370.667	353.883	355.256	2.081	3.051	3.06	2.722	2.819	2.811	1.23	2.012	19.161	29.258	63.487	13.305	5.243	2.826	4.104	1.08	0.596	0.346	0.194	0.106	1	218	107	6.294	0.934	8.561	39	297	38	26	0.76	2.145	103.193	54	12.577	7.986	7.668	5.877	5.197	3.846	0.74	0.295	0.178	0.118	0.074	12.056	6.477	5.463	3.584	2.893	1.825	0.709	0.36	0.21	0.109	0.066	15.077	9.429	9.597	7.354	7.195	5.352	63.794	2.751	119.21
104	PCB_104.HIN	2,4,6,2',6'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	67.926	55.294	0.233	1970	2588.469	1870	3098.914	16.453	10.163	470	3.456	30.534	53.789	361	17.923	2.148	3.584	1235	36.116	950	4467	12.71	73.853	2272	312.235	311.103	364	347.216	348.589	2.128	3.121	3.13	2.774	2.876	2.867	1.252	2.016	19.558	30.215	57.487	13.305	5.243	2.661	4.104	1.081	0.594	0.355	0.206	0.105	1	216	106	6.235	0.865	8.394	38	294	38	26	0.76	2.095	102.244	50	12.577	8.003	7.571	5.94	5.466	3.78	0.74	0.291	0.175	0.119	0.073	12.056	6.483	5.406	3.664	3.11	1.79	0.709	0.36	0.208	0.108	0.068	15.077	9.446	9.463	7.47	7.76	5.195	63.895	2.729	120.285
