No.	MolID	Molecule	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	Har	Har2	QW	TI1	TI2	STN	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	D/Dr06	T(Cl..Cl)	X0	X1	X2	X3	X4	X5	X0A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ
136	PCB_136.HIN	2,3,6,2',3',6'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.313	59.667	0.221	2228	2869.63	2103	3355.815	17.221	11.537	537	3.51	32.872	59.105	419.333	19.693	2.188	3.584	1413	39.105	1089	5205	14.282	82.958	2611	353	351.556	419	397.601	399.351	2.202	3.256	3.266	2.855	2.971	2.961	1.379	2.041	23.674	37.555	57.059	14.563	5.649	2.717	4.57	1.101	0.604	0.377	0.193	0.11	0.75	210	104	5.778	0.741	8.593	41	336	34	37	0.76	1.837	108.462	75	13.447	8.43	7.937	6.923	5.217	4.387	0.747	0.283	0.182	0.109	0.073	13.113	6.973	5.821	4.576	2.947	2.247	0.728	0.367	0.208	0.12	0.061	16.447	10.162	10.087	9.531	7.112	6.593	69.635	2.76	132.433
137	PCB_137.HIN	2,3,4,5,2',4'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.288	63.111	0.239	2360	3017.185	2243	3520.16	17.484	11.798	568	3.712	32.51	58.147	428.333	20.115	2.342	3.584	1616	38.55	1050	4791	14.445	88.439	2585	373.333	371.89	439.333	417.934	419.684	2.075	3.073	3.082	2.717	2.821	2.812	1.466	2.039	22.665	36.047	75.059	14.563	5.649	2.865	4.57	1.1	0.605	0.368	0.181	0.096	0.8	256	126	7	0.889	9.877	44	344	46	37	0.76	2.197	112.764	82	13.447	8.414	8.014	6.923	5.135	3.85	0.747	0.286	0.187	0.114	0.07	13.113	6.967	5.857	4.623	2.891	1.836	0.728	0.367	0.209	0.125	0.064	16.447	10.146	10.163	9.698	7.107	5.285	69.534	2.81	129.983
138	PCB_138.HIN	2,3,4,2',4',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.389	63.444	0.24	2372	3027.852	2255	3529.642	17.498	11.845	571	3.732	32.468	58.04	430.667	20.225	2.389	3.584	1634	38.486	1055	4836	14.412	88.408	2611	375.667	374.223	441.667	420.267	422.018	2.062	3.049	3.057	2.699	2.802	2.793	1.391	2.035	22.609	35.784	69.059	14.563	5.649	2.865	4.57	1.1	0.607	0.372	0.175	0.096	0.8	256	126	7	0.889	9.827	45	332	40	37	0.76	2.197	112.764	85	13.447	8.414	8.004	6.997	4.977	3.923	0.747	0.286	0.189	0.113	0.071	13.113	6.967	5.854	4.664	2.749	1.869	0.728	0.367	0.209	0.126	0.062	16.447	10.146	10.154	9.816	6.733	5.42	69.534	2.813	129.714
139	PCB_139.HIN	2,3,4,6,2',4'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.059	62.333	0.235	2330	2982.963	2211	3481.445	17.433	11.742	561	3.667	32.604	58.388	424.833	19.951	2.279	3.584	1573	38.694	1057	4871	14.425	87.448	2585	368.667	367.223	434.667	413.267	415.018	2.106	3.119	3.128	2.751	2.858	2.849	1.427	2.046	22.951	36.315	75.059	14.563	5.649	2.865	4.57	1.1	0.604	0.366	0.191	0.1	0.8	254	125	6.944	0.852	9.63	43	348	46	37	0.76	2.147	111.815	81	13.447	8.414	8.045	6.727	5.418	3.933	0.747	0.287	0.182	0.115	0.07	13.113	6.967	5.881	4.423	3.124	1.908	0.728	0.367	0.21	0.12	0.066	16.447	10.146	10.233	9.181	7.727	5.499	69.534	2.798	130.614
140	PCB_140.HIN	2,3,4,2',4',6'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.1	62.444	0.235	2334	2986.519	2215	3484.605	17.435	11.758	562	3.673	32.592	58.355	426.5	20.029	2.316	3.584	1579	38.675	1064	4934	14.371	86.948	2611	369.667	368.223	435.667	414.267	416.018	2.1	3.105	3.114	2.741	2.848	2.838	1.405	2.039	22.935	36.185	69.059	14.563	5.649	2.865	4.57	1.1	0.604	0.366	0.191	0.094	0.8	254	125	6.944	0.852	9.383	44	332	42	37	0.76	2.147	111.815	82	13.447	8.414	8.045	6.714	5.517	3.705	0.747	0.287	0.181	0.117	0.069	13.113	6.967	5.881	4.419	3.169	1.744	0.728	0.367	0.21	0.119	0.067	16.447	10.146	10.233	9.169	7.882	4.978	69.534	2.798	130.526
141	PCB_141.HIN	2,3,4,5,2',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.02	62.111	0.233	2322	2975.852	2203	3475.124	17.403	11.727	559	3.654	32.574	58.352	426.833	20.045	2.309	3.584	1550	38.653	1059	4886	14.413	86.906	2585	367.333	365.89	433.333	411.934	413.684	2.108	3.122	3.131	2.754	2.862	2.852	1.475	2.041	22.853	36.263	75.059	14.563	5.649	2.865	4.57	1.1	0.605	0.369	0.18	0.103	1	233	115	6.389	0.944	9.654	43	344	38	37	0.76	2.135	111.562	79	13.447	8.414	8.014	6.946	4.983	4.135	0.747	0.286	0.188	0.111	0.073	13.113	6.967	5.857	4.637	2.768	2.03	0.728	0.367	0.209	0.125	0.062	16.447	10.146	10.163	9.747	6.713	5.939	69.534	2.799	130.482
142	PCB_142.HIN	2,3,4,5,6,2'-hexachloro-1,1'-biphenyl	94	167.63	114	197.667	14	11.561	1.688	1.901	0.294	38	8	33	73.432	60.111	0.224	2248	2902.519	2127	3401.642	17.275	11.477	541	3.536	32.891	59.082	415.667	19.521	2.133	3.584	1445	39.123	1053	4845	14.466	85.531	2507	354.333	352.89	420.333	398.934	400.684	2.186	3.254	3.265	2.849	2.967	2.956	1.538	2.053	23.437	38.489	67.059	14.563	5.649	2.58	4.57	1.102	0.603	0.386	0.196	0.102	1	229	113	6.278	0.864	9.333	41	344	38	37	0.76	2.071	110.613	67	13.447	8.447	7.799	7.204	5.313	4.023	0.747	0.279	0.185	0.111	0.069	13.113	6.979	5.722	4.959	3.078	2.003	0.728	0.367	0.204	0.127	0.064	16.447	10.179	9.836	10.384	7.486	5.754	69.736	2.765	132.394
143	PCB_143.HIN	2,3,4,5,2',6'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.672	60.889	0.227	2276	2927.407	2155	3423.765	17.316	11.601	548	3.582	32.754	58.775	421.667	19.802	2.236	3.584	1484	38.921	1070	5003	14.357	85.072	2585	360	358.556	426	404.6	406.351	2.153	3.189	3.198	2.803	2.916	2.906	1.489	2.046	23.253	37.291	69.059	14.563	5.649	2.717	4.57	1.101	0.604	0.378	0.191	0.098	1	231	114	6.333	0.889	9.457	42	340	36	37	0.76	2.058	110.613	74	13.447	8.43	7.917	7.003	5.305	3.895	0.747	0.283	0.184	0.113	0.07	13.113	6.973	5.8	4.716	3.007	1.892	0.728	0.367	0.207	0.124	0.064	16.447	10.162	10.029	9.857	7.355	5.438	69.635	2.777	131.589
144	PCB_144.HIN	2,3,4,6,2',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	73.787	61.333	0.229	2292	2941.63	2171	3436.407	17.352	11.67	552	3.608	32.671	58.6	423.333	19.881	2.245	3.584	1508	38.801	1066	4967	14.394	85.943	2585	362.667	361.223	428.667	407.267	409.018	2.14	3.169	3.179	2.789	2.9	2.89	1.436	2.049	23.142	36.55	75.059	14.563	5.649	2.865	4.57	1.1	0.604	0.366	0.19	0.107	1	231	114	6.333	0.926	9.407	42	348	38	37	0.76	2.135	110.613	78	13.447	8.414	8.045	6.749	5.27	4.18	0.747	0.287	0.182	0.112	0.072	13.113	6.967	5.881	4.437	3.002	2.088	0.728	0.367	0.21	0.12	0.064	16.447	10.146	10.233	9.23	7.337	6.098	69.534	2.787	131.128
145	PCB_145.HIN	2,3,4,6,2',6'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.435	60.111	0.224	2246	2893.185	2123	3385.049	17.264	11.54	541	3.536	32.855	59.032	418.167	19.638	2.171	3.584	1443	39.075	1077	5085	14.339	84.13	2585	355.333	353.89	421.333	399.934	401.684	2.186	3.238	3.248	2.84	2.956	2.946	1.45	2.053	23.549	37.619	69.059	14.563	5.649	2.717	4.57	1.101	0.602	0.375	0.2	0.105	1	229	113	6.278	0.864	9.21	41	344	38	37	0.76	2.071	109.664	73	13.447	8.43	7.949	6.812	5.541	4.086	0.747	0.284	0.179	0.113	0.07	13.113	6.973	5.825	4.517	3.22	2.043	0.728	0.367	0.208	0.119	0.066	16.447	10.162	10.099	9.346	7.905	5.9	69.635	2.765	132.259
146	PCB_146.HIN	2,3,5,2',4',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.177	62.667	0.235	2342	2993.63	2223	3490.926	17.438	11.811	564	3.686	32.479	58.144	429.833	20.186	2.35	3.584	1580	38.514	1062	4913	14.395	87.278	2611	371	369.556	437	415.6	417.351	2.088	3.087	3.096	2.729	2.834	2.825	1.318	2.027	22.726	35.408	75.059	14.563	5.649	3.026	4.57	1.099	0.605	0.359	0.181	0.104	1	235	116	6.444	1	9.63	44	336	40	37	0.76	2.171	111.562	84	13.447	8.397	8.144	6.661	5.096	4.15	0.747	0.291	0.185	0.113	0.073	13.113	6.961	5.939	4.348	2.834	2.04	0.728	0.366	0.212	0.121	0.063	16.447	10.129	10.369	9.08	6.956	5.968	69.433	2.809	129.935
147	PCB_147.HIN	2,3,5,6,2',4'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	73.844	61.556	0.231	2300	2948.741	2179	3442.729	17.372	11.694	554	3.621	32.658	58.558	423.667	19.896	2.25	3.584	1523	38.781	1064	4944	14.399	86.243	2585	364	362.556	430	408.601	410.351	2.133	3.159	3.168	2.781	2.892	2.882	1.365	2.039	23.126	36.517	67.059	14.563	5.649	2.865	4.57	1.1	0.604	0.366	0.19	0.106	1	235	116	6.444	1	9.383	42	352	46	37	0.76	2.171	110.613	80	13.447	8.414	8.045	6.745	5.294	4.161	0.747	0.287	0.182	0.113	0.072	13.113	6.967	5.881	4.435	3.018	2.075	0.728	0.367	0.21	0.12	0.064	16.447	10.146	10.233	9.221	7.405	6.029	69.534	2.79	131.032
148	PCB_148.HIN	2,3,5,2',4',6'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	73.885	61.667	0.231	2304	2952.296	2183	3445.889	17.373	11.721	555	3.627	32.605	58.465	425.667	19.99	2.276	3.584	1526	38.707	1071	5012	14.355	85.845	2611	365	363.556	431	409.601	411.351	2.127	3.145	3.154	2.772	2.881	2.871	1.332	2.031	23.055	35.822	69.059	14.563	5.649	3.026	4.57	1.099	0.602	0.354	0.196	0.102	1	233	115	6.389	0.988	9.185	43	336	42	37	0.76	2.155	110.613	81	13.447	8.397	8.185	6.378	5.639	3.895	0.747	0.292	0.177	0.117	0.07	13.113	6.961	5.966	4.104	3.255	1.902	0.728	0.366	0.213	0.114	0.068	16.447	10.129	10.448	8.433	8.108	5.471	69.433	2.794	130.763
149	PCB_149.HIN	2,3,6,2',4',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	73.888	61.667	0.231	2304	2952.296	2183	3445.889	17.37	11.717	555	3.627	32.628	58.493	425.333	19.975	2.284	3.584	1526	38.736	1071	5012	14.361	85.913	2611	365	363.556	431	409.601	411.351	2.126	3.143	3.153	2.771	2.88	2.87	1.343	2.035	23.086	36.283	75.059	14.563	5.649	2.865	4.57	1.1	0.605	0.369	0.184	0.106	1	233	115	6.389	0.944	9.333	43	336	40	37	0.76	2.135	110.613	81	13.447	8.414	8.035	6.823	5.115	4.239	0.747	0.287	0.184	0.111	0.073	13.113	6.967	5.878	4.477	2.861	2.113	0.728	0.367	0.21	0.121	0.062	16.447	10.146	10.223	9.348	6.969	6.194	69.534	2.791	130.86
150	PCB_150.HIN	2,3,6,2',4',6'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	73.591	60.667	0.226	2266	2910.963	2143	3400.852	17.304	11.625	546	3.569	32.76	58.824	421.167	19.779	2.21	3.584	1473	38.936	1080	5112	14.321	84.502	2611	359	357.556	425	403.601	405.351	2.166	3.203	3.213	2.815	2.928	2.918	1.365	2.039	23.422	36.737	69.059	14.563	5.649	2.865	4.57	1.1	0.602	0.364	0.2	0.107	1	231	114	6.333	0.926	8.889	42	336	42	37	0.76	2.135	109.664	78	13.447	8.414	8.077	6.546	5.608	4.13	0.747	0.288	0.177	0.114	0.071	13.113	6.967	5.906	4.235	3.26	2.068	0.728	0.367	0.211	0.114	0.067	16.447	10.146	10.302	8.707	8.046	6	69.534	2.775	131.712
151	PCB_151.HIN	2,3,5,6,2',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	73.569	60.556	0.225	2262	2907.407	2139	3397.691	17.289	11.62	545	3.562	32.727	58.774	422.167	19.826	2.216	3.584	1459	38.89	1073	5041	14.369	84.775	2585	358	356.556	424	402.601	404.351	2.168	3.21	3.22	2.82	2.934	2.924	1.379	2.041	23.32	36.761	67.059	14.563	5.649	2.865	4.57	1.1	0.604	0.366	0.189	0.112	0.75	212	105	5.833	0.778	9.16	41	352	38	37	0.76	1.878	109.411	77	13.447	8.414	8.045	6.768	5.146	4.411	0.747	0.287	0.183	0.109	0.074	13.113	6.967	5.881	4.449	2.896	2.255	0.728	0.367	0.21	0.12	0.062	16.447	10.146	10.233	9.27	7.016	6.631	69.534	2.778	131.556
152	PCB_152.HIN	2,3,5,6,2',6'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.213	59.333	0.22	2216	2858.963	2091	3346.333	17.2	11.488	534	3.49	32.914	59.212	417	19.583	2.141	3.584	1395	39.169	1084	5160	14.315	82.989	2585	350.667	349.223	416.667	395.267	397.018	2.215	3.281	3.291	2.872	2.991	2.981	1.402	2.046	23.73	37.838	61.059	14.563	5.649	2.717	4.57	1.101	0.602	0.375	0.2	0.11	0.75	210	104	5.778	0.741	8.963	40	348	34	37	0.76	1.837	108.462	72	13.447	8.43	7.949	6.83	5.421	4.286	0.747	0.284	0.18	0.111	0.071	13.113	6.973	5.825	4.529	3.114	2.199	0.728	0.367	0.208	0.119	0.064	16.447	10.162	10.099	9.386	7.586	6.388	69.635	2.756	132.702
153	PCB_153.HIN	2,4,5,2',4',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.447	63.667	0.241	2380	3034.963	2263	3535.963	17.513	11.888	573	3.745	32.397	57.906	431.333	20.256	2.378	3.584	1643	38.386	1053	4823	14.443	88.98	2611	377	375.556	443	421.601	423.351	2.055	3.038	3.046	2.692	2.793	2.785	1.29	2.011	22.514	35.087	57.059	14.563	5.649	3.026	4.57	1.099	0.606	0.362	0.175	0.103	0.8	256	126	7	0.889	10.074	45	336	40	37	0.76	2.197	112.764	87	13.447	8.397	8.134	6.73	4.968	4.177	0.747	0.291	0.187	0.113	0.073	13.113	6.961	5.936	4.38	2.755	2.051	0.728	0.366	0.212	0.122	0.063	16.447	10.129	10.359	9.17	6.757	6.009	69.433	2.821	129.351
154	PCB_154.HIN	2,4,5,2',4',6'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.159	62.667	0.236	2342	2993.63	2223	3490.926	17.45	11.801	564	3.686	32.52	58.222	427.167	20.061	2.306	3.584	1588	38.575	1062	4921	14.402	87.52	2611	371	369.556	437	415.601	417.351	2.093	3.094	3.103	2.733	2.839	2.83	1.299	2.019	22.84	35.49	69.059	14.563	5.649	3.026	4.57	1.099	0.603	0.357	0.191	0.102	0.8	254	125	6.944	0.852	9.63	44	336	42	37	0.76	2.147	111.815	84	13.447	8.397	8.176	6.447	5.509	3.952	0.747	0.292	0.179	0.117	0.071	13.113	6.961	5.963	4.135	3.176	1.924	0.728	0.366	0.213	0.115	0.068	16.447	10.129	10.438	8.523	7.906	5.557	69.433	2.806	130.164
155	PCB_155.HIN	2,4,6,2',4',6'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	73.865	61.667	0.232	2304	2952.296	2183	3445.889	17.385	11.711	555	3.627	32.649	58.547	423	19.865	2.232	3.584	1534	38.771	1071	5020	14.362	86.081	2611	365	363.556	431	409.601	411.351	2.132	3.152	3.161	2.776	2.886	2.877	1.293	2.023	23.172	35.924	45.059	14.563	5.649	3.026	4.57	1.099	0.6	0.352	0.207	0.104	0.8	252	124	6.889	0.815	9.185	43	336	42	37	0.76	2.059	110.866	81	13.447	8.397	8.217	6.169	5.999	3.875	0.747	0.293	0.171	0.12	0.069	13.113	6.961	5.991	3.893	3.574	1.89	0.728	0.366	0.214	0.108	0.071	16.447	10.129	10.517	7.882	8.981	5.408	69.433	2.791	131.001
156	PCB_156.HIN	2,3,4,5,3',4'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.577	64.111	0.243	2398	3058.519	2283	3565.198	17.545	11.879	577	3.771	32.401	57.858	432.833	20.327	2.426	3.584	1673	38.383	1041	4687	14.469	89.701	2585	379.333	377.89	445.333	423.934	425.684	2.038	3.018	3.026	2.675	2.776	2.767	1.452	2.035	22.359	35.714	75.059	14.563	5.649	2.865	4.57	1.1	0.608	0.373	0.17	0.092	0.8	258	127	7.056	0.957	10	45	344	44	37	0.76	2.213	113.713	85	13.447	8.414	7.982	7.12	4.845	3.831	0.747	0.285	0.192	0.113	0.071	13.113	6.967	5.832	4.824	2.656	1.789	0.728	0.367	0.208	0.13	0.062	16.447	10.146	10.094	10.215	6.479	5.169	69.534	2.823	129.239
157	PCB_157.HIN	2,3,4,3',4',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.619	64.222	0.244	2402	3062.074	2287	3568.358	17.546	11.895	578	3.778	32.389	57.824	434.5	20.405	2.462	3.584	1679	38.363	1048	4750	14.415	89.201	2611	380.333	378.89	446.333	424.934	426.684	2.032	3.004	3.012	2.665	2.765	2.756	1.377	2.031	22.343	35.597	69.059	14.563	5.649	2.865	4.57	1.1	0.608	0.373	0.17	0.087	0.8	258	127	7.056	0.957	10.025	46	328	40	37	0.76	2.213	113.713	86	13.447	8.414	7.982	7.107	4.945	3.597	0.747	0.285	0.192	0.115	0.069	13.113	6.967	5.832	4.82	2.701	1.624	0.728	0.367	0.208	0.13	0.063	16.447	10.146	10.094	10.203	6.635	4.638	69.534	2.823	129.151
158	PCB_158.HIN	2,3,4,6,3',4'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.352	63.333	0.24	2368	3024.296	2251	3526.481	17.496	11.826	570	3.725	32.49	58.09	429.333	20.162	2.364	3.584	1629	38.519	1048	4766	14.449	88.69	2585	374.667	373.223	440.667	419.267	421.018	2.068	3.062	3.07	2.708	2.812	2.803	1.413	2.042	22.639	35.942	75.059	14.563	5.649	2.865	4.57	1.1	0.606	0.371	0.179	0.093	0.8	256	126	7	0.889	9.778	44	348	44	37	0.76	2.197	112.764	84	13.447	8.414	8.014	6.918	5.178	3.767	0.747	0.286	0.187	0.115	0.07	13.113	6.967	5.857	4.622	2.911	1.767	0.728	0.367	0.209	0.125	0.065	16.447	10.146	10.163	9.693	7.174	5.08	69.534	2.812	129.845
159	PCB_159.HIN	2,3,4,5,3',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.31	63.111	0.238	2360	3017.185	2243	3520.16	17.469	11.815	568	3.712	32.439	58.03	431.667	20.272	2.385	3.584	1606	38.452	1050	4781	14.43	88.074	2585	373.333	371.89	439.333	417.934	419.684	2.07	3.066	3.075	2.712	2.816	2.807	1.461	2.037	22.513	35.459	67.059	14.563	5.649	3.026	4.57	1.099	0.604	0.358	0.182	0.096	1	235	116	6.444	1	9.654	44	344	36	37	0.76	2.171	112.511	82	13.447	8.397	8.132	6.696	5.226	3.77	0.747	0.29	0.186	0.116	0.07	13.113	6.961	5.92	4.464	2.929	1.768	0.728	0.366	0.211	0.124	0.065	16.447	10.129	10.319	9.348	7.238	5.078	69.433	2.815	129.626
160	PCB_160.HIN	2,3,4,5,6,3'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.785	61.333	0.23	2294	2950.963	2175	3453	17.362	11.601	552	3.608	32.722	58.676	421.167	19.779	2.219	3.584	1512	38.87	1042	4721	14.505	87.147	2507	361.667	360.223	427.667	406.267	408.018	2.14	3.185	3.195	2.798	2.911	2.901	1.529	2.049	23.05	37.507	67.059	14.563	5.649	2.717	4.57	1.101	0.603	0.376	0.19	0.098	1	231	114	6.333	0.926	9.556	42	348	40	37	0.76	2.135	111.562	72	13.447	8.43	7.905	7.053	5.306	3.834	0.747	0.282	0.186	0.113	0.068	13.113	6.973	5.782	4.835	3.049	1.857	0.728	0.367	0.206	0.127	0.065	16.447	10.162	9.98	10.136	7.46	5.303	69.635	2.785	131.331
161	PCB_161.HIN	2,3,4,6,3',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.081	62.333	0.234	2330	2982.963	2211	3481.445	17.418	11.76	561	3.667	32.531	58.268	428.167	20.108	2.323	3.584	1563	38.593	1057	4861	14.41	87.09	2585	368.667	367.223	434.667	413.267	415.018	2.101	3.111	3.121	2.746	2.853	2.844	1.422	2.045	22.796	35.697	69.059	14.563	5.649	3.026	4.57	1.099	0.603	0.355	0.191	0.096	1	233	115	6.389	0.988	9.407	43	348	38	37	0.76	2.155	111.562	81	13.447	8.397	8.163	6.494	5.563	3.668	0.747	0.292	0.18	0.118	0.068	13.113	6.961	5.945	4.262	3.186	1.733	0.728	0.366	0.212	0.118	0.068	16.447	10.129	10.388	8.826	7.937	4.934	69.433	2.803	130.247
162	PCB_162.HIN	2,3,5,3',4',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.409	63.444	0.239	2372	3027.852	2255	3529.642	17.486	11.862	571	3.732	32.397	57.923	433.667	20.366	2.424	3.584	1624	38.388	1055	4826	14.397	88.044	2611	375.667	374.223	441.667	420.267	422.018	2.057	3.041	3.05	2.694	2.796	2.788	1.369	2.023	22.457	35.196	69.059	14.563	5.649	3.026	4.57	1.099	0.606	0.361	0.176	0.095	1	237	117	6.5	1	9.827	45	332	38	37	0.76	2.155	112.511	85	13.447	8.397	8.122	6.771	5.06	3.861	0.747	0.29	0.188	0.115	0.072	13.113	6.961	5.917	4.505	2.785	1.807	0.728	0.366	0.211	0.125	0.063	16.447	10.129	10.309	9.467	6.853	5.241	69.433	2.818	129.359
163	PCB_163.HIN	2,3,5,6,3',4'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.14	62.556	0.235	2338	2990.074	2219	3487.765	17.436	11.78	563	3.68	32.542	58.254	428.167	20.108	2.336	3.584	1578	38.602	1055	4838	14.422	87.458	2585	370	368.556	436	414.601	416.351	2.094	3.1	3.109	2.738	2.844	2.835	1.343	2.035	22.811	36.128	67.059	14.563	5.649	2.865	4.57	1.1	0.606	0.371	0.179	0.099	1	237	117	6.5	1	9.556	43	352	44	37	0.76	2.155	111.562	83	13.447	8.414	8.014	6.936	5.051	4.026	0.747	0.286	0.187	0.112	0.072	13.113	6.967	5.857	4.634	2.804	1.945	0.728	0.367	0.209	0.125	0.062	16.447	10.146	10.163	9.733	6.85	5.656	69.534	2.803	130.249
164	PCB_164.HIN	2,3,6,3',4',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.124	62.444	0.235	2334	2986.519	2215	3484.605	17.419	11.771	562	3.673	32.542	58.262	429.167	20.155	2.359	3.584	1569	38.603	1064	4924	14.363	86.658	2611	369.667	368.223	435.667	414.267	416.018	2.094	3.095	3.105	2.735	2.841	2.832	1.378	2.031	22.811	36.039	69.059	14.563	5.649	2.865	4.57	1.1	0.606	0.371	0.18	0.093	1	235	116	6.444	0.951	9.556	44	332	38	37	0.76	2.105	111.562	82	13.447	8.414	8.014	6.928	5.128	3.804	0.747	0.286	0.187	0.114	0.07	13.113	6.967	5.857	4.633	2.834	1.788	0.728	0.367	0.209	0.125	0.063	16.447	10.146	10.163	9.729	6.941	5.164	69.534	2.801	130.258
165	PCB_165.HIN	2,3,5,6,3',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	73.866	61.556	0.23	2300	2948.741	2179	3442.729	17.357	11.712	554	3.621	32.585	58.436	427	20.053	2.294	3.584	1513	38.679	1064	4934	14.384	85.894	2585	364	362.556	430	408.601	410.351	2.128	3.151	3.16	2.776	2.886	2.877	1.357	2.037	22.97	35.884	61.059	14.563	5.649	3.026	4.57	1.099	0.603	0.355	0.191	0.102	0.75	214	106	5.889	0.815	9.16	42	352	36	37	0.76	1.891	110.36	80	13.447	8.397	8.163	6.512	5.435	3.93	0.747	0.292	0.181	0.116	0.07	13.113	6.961	5.945	4.274	3.079	1.912	0.728	0.366	0.212	0.119	0.066	16.447	10.129	10.388	8.866	7.612	5.512	69.433	2.794	130.66
166	PCB_166.HIN	2,3,4,5,6,4'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	74.11	62.556	0.236	2340	2999.407	2223	3504.358	17.464	11.704	563	3.68	32.628	58.397	423	19.865	2.252	3.584	1590	38.721	1031	4608	14.558	89.149	2507	369	367.556	435	413.6	415.351	2.1	3.125	3.135	2.753	2.862	2.852	1.522	2.046	22.822	37.157	63.059	14.563	5.649	2.717	4.57	1.101	0.605	0.377	0.184	0.098	0.8	256	126	7	0.889	10	43	352	50	37	0.76	2.197	112.764	77	13.447	8.43	7.893	7.136	5.146	3.9	0.747	0.282	0.188	0.112	0.07	13.113	6.973	5.778	4.871	2.957	1.881	0.728	0.367	0.206	0.128	0.064	16.447	10.162	9.968	10.247	7.213	5.404	69.635	2.8	130.651
